ido,esperanto,similarity,rank,source
teatro,teatro,1.0,1397,bert-alignment
teatro,teatraĵoj,0.9814,1397,bert-alignment
teatro,laboratorio,0.981,1397,bert-alignment
teknikala,teknika,0.9969,4744,bert-alignment
teknikala,teknologia,0.9926,4744,bert-alignment
teknikala,mekanika,0.9924,4744,bert-alignment
teknologio,teknologio,0.999,3297,bert-alignment
teknologio,tekniko,0.9931,3297,bert-alignment
teknologio,teknologia,0.9924,3297,bert-alignment
televiziono,spektaklo,0.9843,2634,bert-alignment
televiziono,muzikisto,0.9842,2634,bert-alignment
televiziono,televido,0.9841,2634,bert-alignment
temi,posta,0.9822,1983,bert-alignment
temi,leiden,0.9821,1983,bert-alignment
temi,trovi,0.982,1983,bert-alignment
temo,temo,0.9986,2669,bert-alignment
temo,termino,0.9813,2669,bert-alignment
temo,afero,0.9805,2669,bert-alignment
temperaturi,temperaturo,0.996,1272,bert-alignment
temperaturi,nivelo,0.9881,1272,bert-alignment
temperaturi,atmosfero,0.9866,1272,bert-alignment
temperaturo,temperaturo,1.0,551,bert-alignment
temperaturo,nivelo,0.9893,551,bert-alignment
temperaturo,atmosfero,0.9879,551,bert-alignment
templo,templo,0.9991,1018,bert-alignment
templo,monumento,0.9844,1018,bert-alignment
templo,kastelo,0.9817,1018,bert-alignment
tempo,tempo,1.0,682,bert-alignment
tempo,time,0.9843,682,bert-alignment
tempo,rapido,0.9826,682,bert-alignment
"tempo,",tempo,0.9877,3022,bert-alignment
"tempo,",distanco,0.9826,3022,bert-alignment
"tempo,",sistemo,0.9824,3022,bert-alignment
tenisistino,instruistino,0.9887,428,bert-alignment
tenisistino,verkistino,0.9885,428,bert-alignment
tenisistino,futbalisto,0.9859,428,bert-alignment
tenisisto,futbalisto,0.9915,4237,bert-alignment
tenisisto,gitaristo,0.9897,4237,bert-alignment
tenisisto,grafikisto,0.9891,4237,bert-alignment
tenisistulo,futbalisto,0.9863,1670,bert-alignment
tenisistulo,ludis,0.9859,1670,bert-alignment
tenisistulo,ludoviko,0.9856,1670,bert-alignment
tennessee,jones,0.9863,3719,bert-alignment
tennessee,georges,0.9857,3719,bert-alignment
tennessee,washington,0.9856,3719,bert-alignment
"tennessee,",georges,0.9798,1162,bert-alignment
"tennessee,",korporacio,0.9793,1162,bert-alignment
"tennessee,",jones,0.9792,1162,bert-alignment
teorio,teorio,1.0,1421,bert-alignment
teorio,logiko,0.9934,1421,bert-alignment
teorio,filozofio,0.9913,1421,bert-alignment
ter-tremo,tertremo,0.9953,824,bert-alignment
ter-tremo,tero,0.9798,824,bert-alignment
ter-tremo,katastrofo,0.9795,824,bert-alignment
terala,tero,0.9908,2981,bert-alignment
terala,kontinenta,0.9897,2981,bert-alignment
terala,turo,0.9897,2981,bert-alignment
tereni,tereno,0.9963,1819,bert-alignment
tereni,konservi,0.9921,1819,bert-alignment
tereni,kolekti,0.9919,1819,bert-alignment
tereno,tereno,0.9995,3175,bert-alignment
tereno,areo,0.992,3175,bert-alignment
tereno,habitato,0.9917,3175,bert-alignment
teritorii,teritoria,0.9938,899,bert-alignment
teritorii,tereno,0.9875,899,bert-alignment
teritorii,kolonio,0.9868,899,bert-alignment
teritorio,teritorio,1.0,432,bert-alignment
teritorio,lernejo,0.9783,432,bert-alignment
teritorio,vilaĝo,0.9779,432,bert-alignment
"teritorio,",teritoria,0.9832,3929,bert-alignment
"teritorio,",teritorio,0.9824,3929,bert-alignment
"teritorio,",habitato,0.9817,3929,bert-alignment
termino,termino,1.0,1032,bert-alignment
termino,vorto,0.9872,1032,bert-alignment
termino,ideo,0.9854,1032,bert-alignment
tero,tero,0.9995,730,bert-alignment
tero,stelo,0.9908,730,bert-alignment
tero,marso,0.99,730,bert-alignment
"tero,",tero,0.9928,2590,bert-alignment
"tero,",stelo,0.9856,2590,bert-alignment
"tero,",platformo,0.9855,2590,bert-alignment
texas,tejo,0.9872,2405,bert-alignment
texas,georgo,0.9859,2405,bert-alignment
texas,densa,0.9856,2405,bert-alignment
text-align:,ngc-katalogo,0.9801,4561,bert-alignment
text-align:,near-earth-object,0.9799,4561,bert-alignment
text-align:,indiki,0.9783,4561,bert-alignment
texti,skribi,0.9928,3093,bert-alignment
texti,kolekti,0.9916,3093,bert-alignment
texti,trakti,0.9902,3093,bert-alignment
texto,modelo,0.9824,2717,bert-alignment
texto,kritiko,0.9814,2717,bert-alignment
texto,periodo,0.9811,2717,bert-alignment
the,the,0.9986,229,bert-alignment
the,la,0.9902,229,bert-alignment
the,landa,0.9872,229,bert-alignment
theodor,theodor,1.0,4608,bert-alignment
theodor,aldona,0.989,4608,bert-alignment
theodor,aldone,0.9889,4608,bert-alignment
thomas,thomas,0.9994,810,bert-alignment
thomas,christopher,0.991,810,bert-alignment
thomas,james,0.9895,810,bert-alignment
ti,tial,0.9896,1504,bert-alignment
ti,tian,0.9883,1504,bert-alignment
ti,te,0.9869,1504,bert-alignment
til,to,0.9815,18,bert-alignment
til,plu,0.9814,18,bert-alignment
til,al,0.9811,18,bert-alignment
till:,vizitas,0.9859,3821,bert-alignment
till:,vizitis,0.9855,3821,bert-alignment
till:,ekzameno,0.9853,3821,bert-alignment
timor,turon,0.9884,4398,bert-alignment
timor,romo,0.9882,4398,bert-alignment
timor,teron,0.9881,4398,bert-alignment
tipi,tipo,0.9881,2883,bert-alignment
tipi,tipoj,0.9844,2883,bert-alignment
tipi,bazo,0.9841,2883,bert-alignment
tipo,tipo,1.0,2109,bert-alignment
tipo,tipoj,0.9896,2109,bert-alignment
tipo,modelo,0.9856,2109,bert-alignment
titulo,termino,0.9837,783,bert-alignment
titulo,rango,0.9837,783,bert-alignment
titulo,modelo,0.9832,783,bert-alignment
tnp,reveno,0.982,1686,bert-alignment
tnp,gdr,0.979,1686,bert-alignment
tnp,merkato,0.9788,1686,bert-alignment
to,to,0.9991,236,bert-alignment
to,tono,0.9888,236,bert-alignment
to,tony,0.9886,236,bert-alignment
"to,",to,0.9904,1360,bert-alignment
"to,",kondukis,0.986,1360,bert-alignment
"to,",kondukas,0.9857,1360,bert-alignment
tobago,torino,0.9763,4736,bert-alignment
tobago,tombo,0.9751,4736,bert-alignment
tobago,romo,0.9747,4736,bert-alignment
tokyo,japanio,0.9838,2779,bert-alignment
tokyo,kobayashi,0.9832,2779,bert-alignment
tokyo,potok,0.983,2779,bert-alignment
tom,tom,0.9993,3799,bert-alignment
tom,tomboj,0.9855,3799,bert-alignment
tom,don,0.9855,3799,bert-alignment
tomaszów,stanisław,0.9805,570,bert-alignment
tomaszów,andrzej,0.979,570,bert-alignment
tomaszów,potok,0.979,570,bert-alignment
tonga,aktiva,0.9843,4499,bert-alignment
tonga,unusola,0.9839,4499,bert-alignment
tonga,longe,0.9837,4499,bert-alignment
tota,absoluta,0.9848,200,bert-alignment
tota,plena,0.9847,200,bert-alignment
tota,aktiva,0.9837,200,bert-alignment
totala,totala,1.0,2420,bert-alignment
totala,egala,0.9913,2420,bert-alignment
totala,kompleta,0.9905,2420,bert-alignment
totala),totala,0.9935,344,bert-alignment
totala),kompleta,0.988,344,bert-alignment
totala),signifa,0.9862,344,bert-alignment
tote,tony,0.9914,1533,bert-alignment
tote,tono,0.9908,1533,bert-alignment
tote,tombo,0.9902,1533,bert-alignment
tra,tra,0.9991,418,bert-alignment
tra,traira,0.9895,418,bert-alignment
tra,por,0.987,418,bert-alignment
tradicionala,klasika,0.9914,1039,bert-alignment
tradicionala,populara,0.991,1039,bert-alignment
tradicionala,tradicio,0.9905,1039,bert-alignment
tradicioni,tradicio,0.9909,4821,bert-alignment
tradicioni,krei,0.9894,4821,bert-alignment
tradicioni,tradicie,0.9881,4821,bert-alignment
tradiciono,tradicio,0.9956,3394,bert-alignment
tradiciono,tendenco,0.9887,3394,bert-alignment
tradiciono,triono,0.9884,3394,bert-alignment
tradukita,tradukita,0.9984,2335,bert-alignment
tradukita,tradukis,0.9908,2335,bert-alignment
tradukita,tradukisto,0.9892,2335,bert-alignment
trairas,trairas,0.9992,2338,bert-alignment
trairas,akiris,0.9911,2338,bert-alignment
trairas,akiras,0.9911,2338,bert-alignment
trairis,transiris,0.9944,4333,bert-alignment
trairis,foriris,0.9942,4333,bert-alignment
trairis,eniris,0.9935,4333,bert-alignment
traiti,indiki,0.9891,3590,bert-alignment
traiti,eviti,0.9891,3590,bert-alignment
traiti,krei,0.9889,3590,bert-alignment
traktas,traktas,0.9994,3897,bert-alignment
traktas,traktis,0.9956,3897,bert-alignment
traktas,trakti,0.9923,3897,bert-alignment
traktato,traktato,1.0,3086,bert-alignment
traktato,traktado,0.9936,3086,bert-alignment
traktato,kontrakto,0.9866,3086,bert-alignment
trans,trans,1.0,2678,bert-alignment
trans,transdonis,0.9899,2678,bert-alignment
trans,transiris,0.9866,2678,bert-alignment
transferesis,deklaris,0.9907,4674,bert-alignment
transferesis,konfirmis,0.9906,4674,bert-alignment
transferesis,enkondukis,0.9904,4674,bert-alignment
transformesis,evoluis,0.9916,4210,bert-alignment
transformesis,eklaboris,0.991,4210,bert-alignment
transformesis,enkondukis,0.9907,4210,bert-alignment
transformis,konstruis,0.9934,3070,bert-alignment
transformis,konservis,0.9933,3070,bert-alignment
transformis,preparis,0.993,3070,bert-alignment
translojis,transloĝiĝis,0.9942,3425,bert-alignment
translojis,vojaĝis,0.9934,3425,bert-alignment
translojis,transiris,0.9932,3425,bert-alignment
transportar,laboras,0.9913,2994,bert-alignment
transportar,produktas,0.9898,2994,bert-alignment
transportar,kondukas,0.9894,2994,bert-alignment
transporto,transporto,1.0,1765,bert-alignment
transporto,politiko,0.9773,1765,bert-alignment
transporto,religio,0.9743,1765,bert-alignment
tre,tre,0.9992,388,bert-alignment
tre,trian,0.9876,388,bert-alignment
tre,tri,0.9871,388,bert-alignment
treni,krei,0.9894,2820,bert-alignment
treni,kolekti,0.9892,2820,bert-alignment
treni,metroo,0.9891,2820,bert-alignment
treno,tono,0.9916,4201,bert-alignment
treno,surloke,0.9901,4201,bert-alignment
treno,doni,0.99,4201,bert-alignment
tri,tri,1.0,338,bert-alignment
tri,trian,0.9901,338,bert-alignment
tri,tribo,0.988,338,bert-alignment
tri),tri,0.9867,2570,bert-alignment
tri),triono,0.9824,2570,bert-alignment
tri),trifoje,0.9818,2570,bert-alignment
triacent,tridekjara,0.9813,4150,bert-alignment
triacent,tridek,0.9803,4150,bert-alignment
triacent,tria,0.9802,4150,bert-alignment
triadek,tridek,0.9848,1914,bert-alignment
triadek,tridekjara,0.9811,1914,bert-alignment
triadek,dudek,0.9793,1914,bert-alignment
tribui,organizi,0.9875,2069,bert-alignment
tribui,labori,0.9869,2069,bert-alignment
tribui,batali,0.986,2069,bert-alignment
tribuo,trupo,0.9911,3058,bert-alignment
tribuo,ordeno,0.9909,3058,bert-alignment
tribuo,kolonio,0.9903,3058,bert-alignment
triesma,ĉampiono,0.9799,943,bert-alignment
triesma,asembleo,0.9791,943,bert-alignment
triesma,escepto,0.9787,943,bert-alignment
trinidad,provinca,0.985,3653,bert-alignment
trinidad,carlos,0.984,3653,bert-alignment
trinidad,salvador,0.9839,3653,bert-alignment
tro,tro,1.0,1872,bert-alignment
tro,troa,0.9885,1872,bert-alignment
tro,tre,0.9844,1872,bert-alignment
trono,trono,1.0,2810,bert-alignment
trono,barono,0.9866,2810,bert-alignment
trono,soloturno,0.9858,2810,bert-alignment
tropikala,tropikaj,0.9879,1420,bert-alignment
tropikala,tropika,0.9828,1420,bert-alignment
tropikala,pacifiko,0.9793,1420,bert-alignment
trovar,trovas,0.9935,3099,bert-alignment
trovar,troveblas,0.99,3099,bert-alignment
trovar,trovis,0.9896,3099,bert-alignment
trovas,trovas,0.9995,3157,bert-alignment
trovas,trovis,0.9953,3157,bert-alignment
trovas,kreas,0.9933,3157,bert-alignment
trovesas,troveblas,0.9931,1913,bert-alignment
trovesas,priskribas,0.9871,1913,bert-alignment
trovesas,komprenas,0.9871,1913,bert-alignment
trovesis,promesis,0.9845,1563,bert-alignment
trovesis,troveblas,0.9845,1563,bert-alignment
trovesis,trovita,0.9835,1563,bert-alignment
trovis,trovis,0.9997,2043,bert-alignment
trovis,trovas,0.9953,2043,bert-alignment
trovis,montris,0.9933,2043,bert-alignment
trovita,trovita,1.0,2504,bert-alignment
trovita,troviĝanta,0.9929,2504,bert-alignment
trovita,trovis,0.9897,2504,bert-alignment
trump,american,0.9829,4408,bert-alignment
trump,king,0.9818,4408,bert-alignment
trump,high,0.9812,4408,bert-alignment
trupi,trupo,0.9957,413,bert-alignment
trupi,armeo,0.9897,413,bert-alignment
trupi,divizio,0.9879,413,bert-alignment
"trupi,",trupo,0.9918,4617,bert-alignment
"trupi,",armeo,0.9872,4617,bert-alignment
"trupi,",soldato,0.9857,4617,bert-alignment
"trybunalski,",ngc-katalogo,0.9762,4381,bert-alignment
"trybunalski,",stanisław,0.9756,4381,bert-alignment
"trybunalski,",burgonjo-franĉkonteo,0.9756,4381,bert-alignment
tu,tu,1.0,743,bert-alignment
tu,te,0.9888,743,bert-alignment
tu,to,0.9872,743,bert-alignment
tua,old,0.9839,2171,bert-alignment
tua,vasta,0.9835,2171,bert-alignment
tua,dua,0.9829,2171,bert-alignment
tuni,teni,0.9946,3923,bert-alignment
tuni,doni,0.9932,3923,bert-alignment
tuni,preni,0.9921,3923,bert-alignment
tunizia,turingia,0.9863,4729,bert-alignment
tunizia,pariza,0.9856,4729,bert-alignment
tunizia,parizo,0.9852,4729,bert-alignment
turismo,turismo,1.0,1870,bert-alignment
turismo,politiko,0.98,1870,bert-alignment
turismo,turisma,0.9791,1870,bert-alignment
turistala,turisma,0.9878,3470,bert-alignment
turistala,studenta,0.9842,3470,bert-alignment
turistala,formala,0.9839,3470,bert-alignment
turisti,turismo,0.9787,2063,bert-alignment
turisti,viziti,0.9771,2063,bert-alignment
turisti,komercisto,0.9763,2063,bert-alignment
turka,turka,0.9989,2085,bert-alignment
turka,turo,0.9929,2085,bert-alignment
turka,turon,0.9909,2085,bert-alignment
turkia,turkio,0.9946,1260,bert-alignment
turkia,rusia,0.988,1260,bert-alignment
turkia,ukrainio,0.9863,1260,bert-alignment
"turkia,",turkio,0.9871,2472,bert-alignment
"turkia,",korea,0.9824,2472,bert-alignment
"turkia,",korporacio,0.982,2472,bert-alignment
turkia.]],turkio,0.9867,963,bert-alignment
turkia.]],korea,0.9838,963,bert-alignment
turkia.]],rusia,0.9838,963,bert-alignment
turkiana,turkio,0.9869,874,bert-alignment
turkiana,otomana,0.9857,874,bert-alignment
turkiana,turka,0.9855,874,bert-alignment
turmo,turo,0.9937,3876,bert-alignment
turmo,gamo,0.9906,3876,bert-alignment
turmo,stacidomo,0.9902,3876,bert-alignment
turniro,konkurso,0.993,4521,bert-alignment
turniro,festivalo,0.9917,4521,bert-alignment
turniro,festo,0.9905,4521,bert-alignment
tute,tute,1.0,3373,bert-alignment
tute,sian,0.9858,3373,bert-alignment
tute,tuta,0.9854,3373,bert-alignment
u,utc,0.9844,4996,bert-alignment
u,iun,0.9843,4996,bert-alignment
u,un,0.9839,4996,bert-alignment
ube,alte,0.9832,287,bert-alignment
ube,loka,0.983,287,bert-alignment
ube,cele,0.983,287,bert-alignment
uceli,leono,0.9845,4211,bert-alignment
uceli,provizi,0.9843,4211,bert-alignment
uceli,virgulino,0.9841,4211,bert-alignment
uefa,uea,0.9916,4802,bert-alignment
uefa,fc,0.9797,4802,bert-alignment
uefa,ifa,0.9793,4802,bert-alignment
ukraina,ukraina,1.0,889,bert-alignment
ukraina,ukrainio,0.9955,889,bert-alignment
ukraina,bulgara,0.9911,889,bert-alignment
ukrainana,ukraina,0.9939,2067,bert-alignment
ukrainana,bulgara,0.9911,2067,bert-alignment
ukrainana,ukrainio,0.991,2067,bert-alignment
ul,al,0.9832,2715,bert-alignment
ul,con,0.9825,2715,bert-alignment
ul,kun,0.9813,2715,bert-alignment
ula,plata,0.9866,377,bert-alignment
ula,une,0.9865,377,bert-alignment
ula,una,0.9865,377,bert-alignment
uli,si,0.9831,4036,bert-alignment
uli,uzi,0.9818,4036,bert-alignment
uli,alto,0.9818,4036,bert-alignment
ulo,kapablis,0.9805,1776,bert-alignment
ulo,kapo,0.9805,1776,bert-alignment
ulo,hugo,0.9802,1776,bert-alignment
ultre,surloke,0.9882,893,bert-alignment
ultre,inklude,0.9874,893,bert-alignment
ultre,krei,0.9871,893,bert-alignment
ulu,unu,0.9835,220,bert-alignment
ulu,unusola,0.9822,220,bert-alignment
ulu,loka,0.9822,220,bert-alignment
un,un,1.0,160,bert-alignment
un,une,0.9923,160,bert-alignment
un,una,0.9922,160,bert-alignment
un),un,0.9864,2523,bert-alignment
un),unio,0.9848,2523,bert-alignment
un),unuan,0.9838,2523,bert-alignment
unaji,agentejo,0.9877,3812,bert-alignment
unaji,formi,0.9868,3812,bert-alignment
unaji,krei,0.9867,3812,bert-alignment
unajo,agentejo,0.9875,4378,bert-alignment
unajo,abatejo,0.9857,4378,bert-alignment
unajo,voktejo,0.9856,4378,bert-alignment
und,und,1.0,4488,bert-alignment
und,and,0.984,4488,bert-alignment
und,eine,0.9838,4488,bert-alignment
unesma,unuigita,0.989,202,bert-alignment
unesma,unesko,0.988,202,bert-alignment
unesma,anoncis,0.9876,202,bert-alignment
unesmafoye,akompanis,0.9832,474,bert-alignment
unesmafoye,formale,0.9826,474,bert-alignment
unesmafoye,surloke,0.9823,474,bert-alignment
unesme,unesko,0.9882,1103,bert-alignment
unesme,prelegis,0.9848,1103,bert-alignment
unesme,formale,0.9846,1103,bert-alignment
unfoye,akompanis,0.9859,4782,bert-alignment
unfoye,surloke,0.9853,4782,bert-alignment
unfoye,formale,0.9852,4782,bert-alignment
unika,unika,1.0,141,bert-alignment
unika,rara,0.988,141,bert-alignment
unika,absoluta,0.9867,141,bert-alignment
union,union,1.0,4436,bert-alignment
union,unuan,0.984,4436,bert-alignment
union,unio,0.9838,4436,bert-alignment
unionas,konstruas,0.9921,4476,bert-alignment
unionas,atingas,0.9919,4476,bert-alignment
unionas,helpas,0.9918,4476,bert-alignment
unionesis,deklaris,0.9897,3871,bert-alignment
unionesis,unio,0.9896,3871,bert-alignment
unionesis,organizis,0.9888,3871,bert-alignment
unionis,unio,0.9923,3987,bert-alignment
unionis,ununura,0.9909,3987,bert-alignment
unionis,reformita,0.9903,3987,bert-alignment
unionita,asociita,0.9919,291,bert-alignment
unionita,union,0.991,291,bert-alignment
unionita,organizita,0.9904,291,bert-alignment
uniono,organizo,0.9912,575,bert-alignment
uniono,komisiono,0.9895,575,bert-alignment
uniono,ordeno,0.9885,575,bert-alignment
"uniono,",organizo,0.9893,4244,bert-alignment
"uniono,",kompanio,0.987,4244,bert-alignment
"uniono,",konferenco,0.9869,4244,bert-alignment
universala,universala,1.0,3857,bert-alignment
universala,stabila,0.9925,3857,bert-alignment
universala,giganta,0.9917,3857,bert-alignment
universitati,universitato,0.995,3040,bert-alignment
universitati,universitata,0.9907,3040,bert-alignment
universitati,akademio,0.9894,3040,bert-alignment
universitato,universitato,0.9993,556,bert-alignment
universitato,universitata,0.9919,556,bert-alignment
universitato,akademio,0.9909,556,bert-alignment
university,university,1.0,3746,bert-alignment
university,college,0.982,3746,bert-alignment
university,universitato,0.9792,3746,bert-alignment
uno,una,0.9899,3428,bert-alignment
uno,unu,0.9898,3428,bert-alignment
uno,unuo,0.9877,3428,bert-alignment
uragano,vulkano,0.9768,3769,bert-alignment
uragano,katastrofo,0.9761,3769,bert-alignment
uragano,aragono,0.9748,3769,bert-alignment
urbala,urba,0.9946,634,bert-alignment
urbala,interurba,0.9934,634,bert-alignment
urbala,agrikultura,0.9887,634,bert-alignment
urbaltipa,interurba,0.9926,4349,bert-alignment
urbaltipa,urba,0.9914,4349,bert-alignment
urbaltipa,municipa,0.989,4349,bert-alignment
urbe,urbego,0.985,1703,bert-alignment
urbe,alte,0.9834,1703,bert-alignment
urbe,urban,0.9832,1703,bert-alignment
urbestro,urbestro,1.0,3526,bert-alignment
urbestro,urbego,0.9905,3526,bert-alignment
urbestro,urbeto,0.9882,3526,bert-alignment
urbeto,urbeto,0.9988,206,bert-alignment
urbeto,urbego,0.9913,206,bert-alignment
urbeto,urbestro,0.9882,206,bert-alignment
urbi,grandurbo,0.9848,417,bert-alignment
urbi,interurba,0.9821,417,bert-alignment
urbi,urba,0.9819,417,bert-alignment
"urbi,",distriktaro,0.9842,2812,bert-alignment
"urbi,",teritoria,0.9834,2812,bert-alignment
"urbi,",kompanio,0.9831,2812,bert-alignment
urbo,urbo,0.9985,30,bert-alignment
urbo,urbocentro,0.9882,30,bert-alignment
urbo,urbodomo,0.9872,30,bert-alignment
"urbo,",urbo,0.9877,854,bert-alignment
"urbo,",urboparto,0.9827,854,bert-alignment
"urbo,",hotelo,0.9813,854,bert-alignment
urbo.,urbo,0.9872,4049,bert-alignment
urbo.,urboparto,0.9815,4049,bert-alignment
urbo.,kompanio,0.9807,4049,bert-alignment
uruguay,venezuelo,0.9827,1187,bert-alignment
uruguay,miguel,0.9787,1187,bert-alignment
uruguay,moravio,0.9784,1187,bert-alignment
us$,skalo,0.9764,327,bert-alignment
us$,reveno,0.9762,327,bert-alignment
us$,rusia,0.9759,327,bert-alignment
usa,american,0.987,93,bert-alignment
usa,rusia,0.9848,93,bert-alignment
usa,irlanda,0.9846,93,bert-alignment
"usa,",amerika,0.9826,592,bert-alignment
"usa,",korporacio,0.9821,592,bert-alignment
"usa,",korea,0.9819,592,bert-alignment
usa.,amerika,0.9824,4517,bert-alignment
usa.,korea,0.9803,4517,bert-alignment
usa.,korporacio,0.9802,4517,bert-alignment
usa:,organizas,0.9864,3610,bert-alignment
usa:,scott,0.9862,3610,bert-alignment
usa:,produktis,0.9852,3610,bert-alignment
usan,irana,0.9894,323,bert-alignment
usan,scott,0.9893,323,bert-alignment
usan,smith,0.9891,323,bert-alignment
usana,irlanda,0.9888,100,bert-alignment
usana,rusia,0.9874,100,bert-alignment
usana,rusan,0.9871,100,bert-alignment
usani,rusan,0.9893,2971,bert-alignment
usani,doni,0.9893,2971,bert-alignment
usani,anoncis,0.9891,2971,bert-alignment
user=,problemoj,0.9769,4118,bert-alignment
user=,kandidatoj,0.9764,4118,bert-alignment
user=,valoroj,0.9762,4118,bert-alignment
utensili),kalkuli,0.9815,1176,bert-alignment
utensili),analizo,0.9807,1176,bert-alignment
utensili),tekniko,0.98,1176,bert-alignment
uzado,uzado,1.0,4675,bert-alignment
uzado,uzo,0.9969,4675,bert-alignment
uzado,uzante,0.9936,4675,bert-alignment
uzanta,uzante,0.9965,2302,bert-alignment
uzanta,uzado,0.9939,2302,bert-alignment
uzanta,uzis,0.9936,2302,bert-alignment
uzar,uzado,0.9954,910,bert-alignment
uzar,uzis,0.9953,910,bert-alignment
uzar,uzante,0.994,910,bert-alignment
uzas,uzas,1.0,574,bert-alignment
uzas,uzata,0.9881,574,bert-alignment
uzas,montras,0.9871,574,bert-alignment
uzata,uzata,1.0,370,bert-alignment
uzata,uzas,0.9881,370,bert-alignment
uzata,uzatas,0.9866,370,bert-alignment
uzesar,uzita,0.992,930,bert-alignment
uzesar,uzis,0.9916,930,bert-alignment
uzesar,uzado,0.9912,930,bert-alignment
uzesas,uzita,0.9928,373,bert-alignment
uzesas,uzis,0.99,373,bert-alignment
uzesas,uzo,0.9892,373,bert-alignment
uzesis,uzita,0.9878,901,bert-alignment
uzesis,uzis,0.9844,901,bert-alignment
uzesis,uzo,0.9808,901,bert-alignment
uzis,uzis,0.9997,896,bert-alignment
uzis,uzante,0.9946,896,bert-alignment
uzis,uzita,0.9936,896,bert-alignment
uzita,uzita,1.0,1520,bert-alignment
uzita,uzis,0.9936,1520,bert-alignment
uzita,uzo,0.9929,1520,bert-alignment
uzo,uzo,0.9997,1451,bert-alignment
uzo,uzado,0.9969,1451,bert-alignment
uzo,uzita,0.9929,1451,bert-alignment
v,vi,0.9832,4937,bert-alignment
v,di,0.9831,4937,bert-alignment
v,ligita,0.9828,4937,bert-alignment
valley,county,0.9887,3220,bert-alignment
valley,mary,0.9874,3220,bert-alignment
valley,jaron,0.9868,3220,bert-alignment
valo,valo,1.0,1435,bert-alignment
valo,longo,0.9814,1435,bert-alignment
valo,familioj,0.9814,1435,bert-alignment
valori,valoro,0.9816,4148,bert-alignment
valori,valoroj,0.9814,4148,bert-alignment
valori,produkti,0.9809,4148,bert-alignment
valoro,valoro,0.9993,2369,bert-alignment
valoro,volumo,0.9922,2369,bert-alignment
valoro,potenco,0.9916,2369,bert-alignment
van,van,1.0,617,bert-alignment
van,veran,0.982,617,bert-alignment
van,ivan,0.9816,617,bert-alignment
vargas,vario,0.991,4570,bert-alignment
vargas,varsovio,0.9909,4570,bert-alignment
vargas,ebligas,0.9901,4570,bert-alignment
vari,variaĵo,0.9856,2435,bert-alignment
vari,vivi,0.9835,2435,bert-alignment
vari,variaj,0.9819,2435,bert-alignment
varias,varias,0.9986,1620,bert-alignment
varias,havas,0.9829,1620,bert-alignment
varias,aktiva,0.9826,1620,bert-alignment
varma,varma,1.0,1459,bert-alignment
varma,klara,0.9837,1459,bert-alignment
varma,longa,0.9835,1459,bert-alignment
"varmia-mazuria,",aŭvernjo-rodano-alpoj,0.9882,1513,bert-alignment
"varmia-mazuria,",provenco-alpoj-bordo,0.9859,1513,bert-alignment
"varmia-mazuria,",minas-ĝerajso,0.9858,1513,bert-alignment
vasili,venki,0.9893,4777,bert-alignment
vasili,municipa,0.9886,4777,bert-alignment
vasili,krei,0.9885,4777,bert-alignment
vasta,vasta,1.0,1164,bert-alignment
vasta,vastaj,0.9919,1164,bert-alignment
vasta,vastan,0.9901,1164,bert-alignment
vehili,fakulo,0.9882,3358,bert-alignment
vehili,surloke,0.9876,3358,bert-alignment
vehili,voktejo,0.9873,3358,bert-alignment
vehilo,fakulo,0.9897,3919,bert-alignment
vehilo,voktejo,0.9893,3919,bert-alignment
vehilo,surloke,0.9892,3919,bert-alignment
vejetantaro,sekureco,0.9883,3934,bert-alignment
vejetantaro,verkado,0.9877,3934,bert-alignment
vejetantaro,merkato,0.9876,3934,bert-alignment
venas,venas,0.9995,1202,bert-alignment
venas,prenas,0.9937,1202,bert-alignment
venas,revenas,0.9909,1202,bert-alignment
vendis,vendis,0.9994,3299,bert-alignment
vendis,sendis,0.9939,3299,bert-alignment
vendis,produktis,0.9936,3299,bert-alignment
venerdio,svedio,0.98,1233,bert-alignment
venerdio,niĝerio,0.9793,1233,bert-alignment
venerdio,avenuo,0.9793,1233,bert-alignment
venezia,venezuelo,0.9899,4543,bert-alignment
venezia,danio,0.9892,4543,bert-alignment
venezia,malforta,0.9889,4543,bert-alignment
venezuela,venezuelo,0.9962,1487,bert-alignment
venezuela,miguel,0.9856,1487,bert-alignment
venezuela,peruo,0.9845,1487,bert-alignment
veninta,revenas,0.9925,3623,bert-alignment
veninta,estinta,0.9923,3623,bert-alignment
veninta,venonta,0.9918,3623,bert-alignment
venis,venis,0.9988,1069,bert-alignment
venis,vidis,0.984,1069,bert-alignment
venis,edziniĝis,0.9827,1069,bert-alignment
venti,zono,0.9829,3780,bert-alignment
venti,frekventis,0.9827,3780,bert-alignment
venti,danĝero,0.9817,3780,bert-alignment
venuso,venuso,0.9984,4605,bert-alignment
venuso,stelo,0.9831,4605,bert-alignment
venuso,marso,0.9809,4605,bert-alignment
vera,vera,0.9992,2014,bert-alignment
vera,vere,0.9891,2014,bert-alignment
vera,real,0.9888,2014,bert-alignment
verda,verda,0.9993,1728,bert-alignment
verda,lazura,0.9902,1728,bert-alignment
verda,flava,0.9899,1728,bert-alignment
vere,vere,0.9992,3756,bert-alignment
vere,vera,0.9891,3756,bert-alignment
vere,vero,0.9875,3756,bert-alignment
verki,verki,1.0,781,bert-alignment
